date,text,pos_tagged
2022-11-02 12:46:00,내일부터는 폭락할꺼다 참고기달리삼 나는매도,"[('내일', 'Noun'), ('부터는', 'Josa'), ('폭락', 'Noun'), ('할꺼다', 'Verb'), ('참고기', 'Verb'), ('달리', 'Noun'), ('삼', 'Noun'), ('나', 'Noun'), ('는', 'Josa'), ('매도', 'Noun')]"
2022-11-02 12:43:00,연말까지 25층가는거지,"[('연말', 'Noun'), ('까지', 'Josa'), ('25', 'Number'), ('층', 'Noun'), ('가는거지', 'Verb')]"
2022-11-02 12:35:00,자이언트 스텝이 악재라는애들은 주식 초보냐,"[('자이언트', 'Noun'), ('스텝', 'Noun'), ('이', 'Josa'), ('악재', 'Noun'), ('라는', 'Josa'), ('애', 'Noun'), ('들', 'Suffix'), ('은', 'Josa'), ('주식', 'Noun'), ('초보', 'Noun'), ('냐', 'Josa')]"
2022-11-02 12:36:00,삭제된 게시물의 답글방금누가,"[('삭제', 'Noun'), ('된', 'Verb'), ('게시', 'Noun'), ('물의', 'Noun'), ('답글', 'Noun'), ('방금', 'Noun'), ('누가', 'Noun')]"
2022-11-02 12:25:00,평단가465000원    155000원 매도했어요,"[('평단', 'Noun'), ('가', 'Josa'), ('465000원', 'Number'), ('155000원', 'Number'), ('매도', 'Noun'), ('했어요', 'Verb')]"
2022-11-02 12:29:00,평단가465000원    155000원 매도했어요,"[('평단', 'Noun'), ('가', 'Josa'), ('465000원', 'Number'), ('155000원', 'Number'), ('매도', 'Noun'), ('했어요', 'Verb')]"
2022-11-02 12:08:00,평단,"[('평단', 'Noun')]"
2022-11-02 18:27:00,평단,"[('평단', 'Noun')]"
2022-11-02 12:01:00,미사일쏘고난리네,"[('미사일', 'Noun'), ('쏘고', 'Verb'), ('난리', 'Noun'), ('네', 'Josa')]"
2022-11-02 11:50:00,제시카심슨These boots are made,"[('제시카', 'Noun'), ('심슨', 'Noun'), ('These', 'Alpha'), ('boots', 'Alpha'), ('are', 'Alpha'), ('made', 'Alpha')]"
2022-11-02 11:45:00,비중 확대하랬더니,"[('비중', 'Noun'), ('확대', 'Noun'), ('하', 'Suffix'), ('랬', 'Noun'), ('더니', 'Noun')]"
2022-11-02 11:44:00,대장이,"[('대장', 'Noun'), ('이', 'Josa')]"
2022-11-02 11:41:00,기관 형님 프로그램 쌍끌이 매수다,"[('기관', 'Noun'), ('형님', 'Noun'), ('프로그램', 'Noun'), ('쌍끌이', 'Noun'), ('매수', 'Noun'), ('다', 'Josa')]"
2022-11-02 12:20:00,기관 형님 프로그램 쌍끌이 매수다,"[('기관', 'Noun'), ('형님', 'Noun'), ('프로그램', 'Noun'), ('쌍끌이', 'Noun'), ('매수', 'Noun'), ('다', 'Josa')]"
2022-11-02 11:32:00,따르릉 따르릉 전화왔어요 네이버가 네옴시티 수주했다 전화왔어요,"[('따르릉', 'Adverb'), ('따르릉', 'Adverb'), ('전화왔어', 'Noun'), ('요', 'Josa'), ('네이버', 'Noun'), ('가', 'Josa'), ('네', 'Determiner'), ('옴', 'Noun'), ('시티', 'Noun'), ('수주', 'Noun'), ('했다', 'Verb'), ('전화왔어', 'Noun'), ('요', 'Josa')]"
2022-11-02 11:28:00,조정 끝자락,"[('조정', 'Noun'), ('끝', 'Noun'), ('자락', 'Noun')]"
2022-11-02 11:25:00,방금전6500주매수 누구냐,"[('방', 'Noun'), ('금전', 'Noun'), ('6500', 'Number'), ('주', 'Modifier'), ('매수', 'Noun'), ('누구', 'Noun'), ('냐', 'Josa')]"
2022-11-02 11:35:00,삭제된 게시물의 답글삭제된 게시물의 답글네이버 좋은 기업임에 분명하지만,"[('삭제', 'Noun'), ('된', 'Verb'), ('게시', 'Noun'), ('물의', 'Noun'), ('답글', 'Noun'), ('삭제', 'Noun'), ('된', 'Verb'), ('게시', 'Noun'), ('물의', 'Noun'), ('답글', 'Noun'), ('네이버', 'Noun'), ('좋은', 'Adjective'), ('기업', 'Noun'), ('임', 'Noun'), ('에', 'Josa'), ('분명하지만', 'Adjective')]"
2022-11-02 11:19:00,너무 질질 흐르네,"[('너무', 'Adverb'), ('질질', 'Noun'), ('흐르네', 'Verb')]"
2022-11-02 11:11:00,소액 주주님들 제발 뭉칩시다,"[('소액', 'Noun'), ('주', 'Modifier'), ('주님', 'Noun'), ('들', 'Suffix'), ('제발', 'Noun'), ('뭉칩시다', 'Verb')]"
2022-11-02 11:07:00,네이버 주식이 오를지 안오를지 네이버에 물어보잡,"[('네이버', 'Noun'), ('주식', 'Noun'), ('이', 'Josa'), ('오를지', 'Verb'), ('안', 'VerbPrefix'), ('오를지', 'Verb'), ('네이버', 'Noun'), ('에', 'Josa'), ('물어보', 'Verb'), ('잡', 'Noun')]"
2022-11-02 11:07:00,카카오 형님 께서 오늘도 인도 해주십니다 감사합니다,"[('카카오', 'Noun'), ('형님', 'Noun'), ('께서', 'Josa'), ('오늘', 'Noun'), ('도', 'Josa'), ('인도', 'Noun'), ('해주십니다', 'Verb'), ('감사합니다', 'Verb')]"
2022-11-02 11:03:00,공매도 양아치들,"[('공매도', 'Noun'), ('양', 'Modifier'), ('아치', 'Noun'), ('들', 'Suffix')]"
2022-11-02 11:01:00,네이버 오늘 진짜 막차,"[('네이버', 'Noun'), ('오늘', 'Noun'), ('진짜', 'Noun'), ('막차', 'Noun')]"
2022-11-02 11:00:00,네이버 화이팅,"[('네이버', 'Noun'), ('화이팅', 'Noun')]"
2022-11-02 10:58:00,쓰레기 기업 카카오 보다 못 오르는건 존심 상하는데,"[('쓰레기', 'Noun'), ('기업', 'Noun'), ('카카오', 'Noun'), ('보다', 'Verb'), ('못', 'Noun'), ('오르는건', 'Verb'), ('존심', 'Noun'), ('상', 'Noun'), ('하는데', 'Verb')]"
2022-11-02 10:52:00,비중 확대하라니까,"[('비중', 'Noun'), ('확대', 'Noun'), ('하', 'Suffix'), ('라니까', 'Josa')]"
2022-11-02 10:47:00,캬 네움이다,"[('캬', 'Noun'), ('네움', 'Noun'), ('이다', 'Josa')]"
2022-11-02 10:47:00,빨리 빨리 올라가 상한가로 가자,"[('빨리', 'Adverb'), ('빨리', 'Adverb'), ('올라가', 'Verb'), ('상한', 'Noun'), ('가로', 'Noun'), ('가자', 'Verb')]"
2022-11-02 10:41:00,어째 예전가격인게,"[('어째', 'Noun'), ('예', 'Modifier'), ('전', 'Modifier'), ('가격', 'Noun'), ('인게', 'Josa')]"
2022-11-02 10:38:00,오늘18찍을까요,"[('오늘', 'Noun'), ('18', 'Number'), ('찍을까요', 'Verb')]"
2022-11-02 10:37:00,머선129,"[('머선', 'Noun'), ('129', 'Number')]"
2022-11-02 10:37:00,지난번 19만,"[('지난번', 'Noun'), ('19만', 'Number')]"
2022-11-02 10:16:00,질질질,"[('질질', 'Noun'), ('질', 'Noun')]"
2022-11-02 10:15:00,오늘의 시황,"[('오늘', 'Noun'), ('의', 'Josa'), ('시', 'Modifier'), ('황', 'Noun')]"
2022-11-02 10:15:00,평단가158000원,"[('평단', 'Noun'), ('가', 'Josa'), ('158000원', 'Number')]"
2022-11-02 10:13:00,빈살만이 엔씨소프트에 지분 투자한것 처럼,"[('빈살', 'Noun'), ('만이', 'Josa'), ('엔씨소프트', 'Noun'), ('에', 'Josa'), ('지', 'Modifier'), ('분', 'Noun'), ('투자', 'Noun'), ('한', 'Determiner'), ('것', 'Noun'), ('처럼', 'Noun')]"
2022-11-02 10:12:00,들어가는 호구 없제,"[('들어가는', 'Verb'), ('호구', 'Noun'), ('없', 'Adjective'), ('제', 'Noun')]"
2022-11-02 10:12:00,밑바닥에 구멍낫나,"[('밑바닥', 'Noun'), ('에', 'Josa'), ('구멍', 'Noun'), ('낫', 'Noun'), ('나', 'Josa')]"
2022-11-02 10:11:00,민주당과 국민힘 정체성을 공부하자,"[('민주당', 'Noun'), ('과', 'Josa'), ('국민', 'Noun'), ('힘', 'Noun'), ('정체', 'Noun'), ('성', 'Suffix'), ('을', 'Josa'), ('공부', 'Noun'), ('하자', 'Verb')]"
2022-11-02 10:11:00,평단 159000원 175000원에 전량매도,"[('평단', 'Noun'), ('159000원', 'Number'), ('175000원', 'Number'), ('에', 'Foreign'), ('전량', 'Noun'), ('매도', 'Noun')]"
2022-11-02 10:06:00,오늘 보합가겠네,"[('오늘', 'Noun'), ('보합', 'Noun'), ('가', 'Josa'), ('겠네', 'Verb')]"
2022-11-02 10:05:00,줄줄,"[('줄줄', 'Noun')]"
2022-11-02 10:05:00,네이버는 자사주 매입좀해라,"[('네이버', 'Noun'), ('는', 'Josa'), ('자', 'Noun'), ('사주', 'Noun'), ('매입', 'Noun'), ('좀해', 'Noun'), ('라', 'Josa')]"
2022-11-02 10:02:00,기관 프로그램  쌍끌이 매수다,"[('기관', 'Noun'), ('프로그램', 'Noun'), ('쌍끌이', 'Noun'), ('매수', 'Noun'), ('다', 'Josa')]"
2022-11-02 10:00:00,공매도  니들,"[('공매도', 'Noun'), ('니', 'Noun'), ('들', 'Suffix')]"
2022-11-02 09:58:00,팁 이주식 다음주는 음봉 그립니다 참고,"[('팁', 'Noun'), ('이주식', 'Noun'), ('다음주', 'Noun'), ('는', 'Josa'), ('음봉', 'Noun'), ('그립니다', 'Verb'), ('참고', 'Noun')]"
2022-11-02 09:57:00,오늘18,"[('오늘', 'Noun'), ('18', 'Number')]"
2022-11-02 09:53:00,2거래일 남았다,"[('2', 'Number'), ('거래', 'Noun'), ('일', 'Noun'), ('남았다', 'Verb')]"
2022-11-02 09:49:00,올라도 조쿠,"[('올라도', 'Verb'), ('조쿠', 'Noun')]"
2022-11-02 09:48:00,사우디 네이버  3글자네,"[('사우디', 'Noun'), ('네이버', 'Noun'), ('3', 'Number'), ('글자', 'Noun'), ('네', 'Josa')]"
2022-11-02 09:47:00,네이버  뭐 하니,"[('네이버', 'Noun'), ('뭐', 'Noun'), ('하니', 'Noun')]"
2022-11-02 09:42:00,사우디 방문일 언젠지 아는분,"[('사우디', 'Noun'), ('방문', 'Noun'), ('일', 'Noun'), ('언', 'Modifier'), ('젠', 'Noun'), ('지', 'Josa'), ('아는', 'Verb'), ('분', 'Noun')]"
2022-11-02 09:42:00,40층 가보잣,"[('40', 'Number'), ('층', 'Noun'), ('가보', 'Noun'), ('잣', 'Noun')]"
2022-11-02 09:42:00,174000원에 익절했는데 털린거냐,"[('174000원', 'Number'), ('에', 'Foreign'), ('익절', 'Noun'), ('했는데', 'Verb'), ('털린거냐', 'Verb')]"
2022-11-02 09:40:00,사우디도 대표가 엉망만들라나,"[('사우디', 'Noun'), ('도', 'Josa'), ('대표', 'Noun'), ('가', 'Josa'), ('엉망', 'Noun'), ('만', 'Josa'), ('들라나', 'Verb')]"
2022-11-02 09:40:00,25층,"[('25', 'Number'), ('층', 'Noun')]"
2022-11-02 09:39:00,속보 네이버 대외부장 사우디 본격 출국,"[('속보', 'Noun'), ('네이버', 'Noun'), ('대외', 'Noun'), ('부장', 'Noun'), ('사우디', 'Noun'), ('본격', 'Noun'), ('출국', 'Noun')]"
2022-11-02 09:37:00,사우디 700조 사업 관련주,"[('사우디', 'Noun'), ('700조', 'Number'), ('사업', 'Noun'), ('관련', 'Noun'), ('주', 'Noun')]"
2022-11-02 09:36:00,빨리 빨리 올라가자,"[('빨리', 'Adverb'), ('빨리', 'Adverb'), ('올라가자', 'Verb')]"
2022-11-02 09:35:00,쩜상한가 연상3개짜리 재료로 빌빌대네,"[('쩜상한', 'Noun'), ('가', 'Josa'), ('연상', 'Noun'), ('3', 'Number'), ('개', 'Noun'), ('짜리', 'Verb'), ('재료', 'Noun'), ('로', 'Josa'), ('빌', 'Verb'), ('빌', 'Verb'), ('대네', 'Verb')]"
2022-11-02 09:34:00,공매형들 조심해,"[('공', 'Modifier'), ('매형', 'Noun'), ('들', 'Suffix'), ('조심해', 'Verb')]"
2022-11-02 09:34:00,어어 올리지마라,"[('어어', 'Noun'), ('올리지마라', 'Verb')]"
2022-11-02 09:32:00,네이버 갑자기 올라 제가 언급드린부분,"[('네이버', 'Noun'), ('갑자기', 'Noun'), ('올라', 'Verb'), ('제', 'Noun'), ('가', 'Josa'), ('언급', 'Noun'), ('드린', 'Verb'), ('부분', 'Noun')]"
2022-11-02 09:32:00,5백만원 꿀꺽,"[('5', 'Number'), ('백만원', 'Noun'), ('꿀꺽', 'Noun')]"
2022-11-02 09:31:00,멈추지 말고 올라가라,"[('멈추지', 'Verb'), ('말고', 'Josa'), ('올라가라', 'Verb')]"
2022-11-02 09:31:00,중기,"[('중기', 'Noun')]"
2022-11-02 09:29:00,떨어져라 떨어져라,"[('떨어져라', 'Verb'), ('떨어져라', 'Verb')]"
2022-11-02 09:29:00,fomc,"[('fomc', 'Alpha')]"
2022-11-02 09:28:00,자꾸누르는게 보이네,"[('자꾸', 'Noun'), ('누르는게', 'Verb'), ('보이', 'Noun'), ('네', 'Josa')]"
2022-11-02 09:27:00,숏커버 몰리는거냐,"[('숏', 'Noun'), ('커버', 'Noun'), ('몰리는거냐', 'Verb')]"
2022-11-02 09:25:00,게이버 99000원에 아가뤼 신나게 쩌어아아어어어억,"[('게이', 'Noun'), ('버', 'Noun'), ('99000원', 'Number'), ('에', 'Foreign'), ('아가', 'Noun'), ('뤼', 'Noun'), ('신나게', 'Adjective'), ('쩌', 'Noun'), ('어', 'Suffix'), ('아아', 'Noun'), ('어', 'Suffix'), ('어어', 'Noun'), ('억', 'Suffix')]"
2022-11-02 09:25:00,익절하고 갑니다,"[('익', 'Noun'), ('절하', 'Noun'), ('고', 'Josa'), ('갑니다', 'Verb')]"
2022-11-02 09:24:00,네이버  급등은 이해되는데,"[('네이버', 'Noun'), ('급등', 'Noun'), ('은', 'Josa'), ('이해', 'Noun'), ('되는데', 'Verb')]"
2022-11-02 09:24:00,얄루알루,"[('얄루', 'Noun'), ('알루', 'Noun')]"
2022-11-02 09:23:00,외국인 프로그램 쌍끌이 매수다,"[('외국인', 'Noun'), ('프로그램', 'Noun'), ('쌍끌이', 'Noun'), ('매수', 'Noun'), ('다', 'Josa')]"
2022-11-02 09:23:00,하루이틀짜리 호재는 아님,"[('하루', 'Noun'), ('이틀', 'Noun'), ('짜리', 'Verb'), ('호', 'Noun'), ('재는', 'Noun'), ('아님', 'Adjective')]"
2022-11-02 09:22:00,니가 어쩐일이냐,"[('니', 'Noun'), ('가', 'Josa'), ('어쩐', 'Modifier'), ('일이', 'Noun'), ('냐', 'Josa')]"
2022-11-02 09:22:00,배달 도 한대매,"[('배달', 'Noun'), ('도', 'Noun'), ('한', 'Determiner'), ('대매', 'Noun')]"
2022-11-02 09:22:00,안보상황 1950년대 말로 진입,"[('안보', 'Noun'), ('상황', 'Noun'), ('1950년', 'Number'), ('대', 'Foreign'), ('말로', 'Noun'), ('진입', 'Noun')]"
2022-11-02 09:21:00,속보 네이버 사우디 포털 점유율 1위 역대 최고 이런기사 나오길 희망해봅니다,"[('속보', 'Noun'), ('네이버', 'Noun'), ('사우디', 'Noun'), ('포털', 'Noun'), ('점유', 'Noun'), ('율', 'Noun'), ('1', 'Number'), ('위', 'Noun'), ('역대', 'Noun'), ('최고', 'Noun'), ('이런', 'Modifier'), ('기사', 'Noun'), ('나오길', 'Verb'), ('희망', 'Noun'), ('해봅니다', 'Verb')]"
2022-11-02 09:19:00,속보 네이버 상한가 예측,"[('속보', 'Noun'), ('네이버', 'Noun'), ('상한', 'Noun'), ('가', 'Josa'), ('예측', 'Noun')]"
2022-11-02 09:19:00,지수박스권폭을 독일지수에서엿보다,"[('지', 'Modifier'), ('수', 'Modifier'), ('박스', 'Noun'), ('권', 'Suffix'), ('폭', 'Noun'), ('을', 'Josa'), ('독일', 'Noun'), ('지수', 'Noun'), ('에서', 'Josa'), ('엿보다', 'Verb')]"
2022-11-02 09:17:00,이거 오름,"[('이', 'Determiner'), ('거', 'Noun'), ('오름', 'Noun')]"
2022-11-02 09:14:00,빈살만 관련주 인가요,"[('빈살', 'Noun'), ('만', 'Josa'), ('관련', 'Noun'), ('주', 'Noun'), ('인가요', 'Josa')]"
2022-11-02 09:11:00,메릴린치 초단타치는거보소,"[('메릴린치', 'Noun'), ('초단', 'Noun'), ('타치는거', 'Verb'), ('보소', 'Verb')]"
2022-11-02 09:10:00,악재는,"[('악', 'Noun'), ('재는', 'Noun')]"
2022-11-02 09:09:00,좀만 말아올리면,"[('좀', 'Noun'), ('만', 'Josa'), ('말', 'Noun'), ('아', 'Josa'), ('올리면', 'Verb')]"
2022-11-02 09:09:00,네옴 믿십니까 네옴네옴네옴,"[('네', 'Determiner'), ('옴', 'Noun'), ('믿십니까', 'Verb'), ('네', 'Determiner'), ('옴', 'Noun'), ('네', 'Determiner'), ('옴', 'Noun'), ('네', 'Josa'), ('옴', 'Noun')]"
2022-11-02 09:02:00,주주를 개엿으로 알아서 그러함,"[('주주', 'Noun'), ('를', 'Josa'), ('개엿', 'Noun'), ('으로', 'Josa'), ('알아서', 'Verb'), ('그러함', 'Adjective')]"
2022-11-02 09:02:00,네이버가 18박스는 된다고 봐야지,"[('네이버', 'Noun'), ('가', 'Josa'), ('18', 'Number'), ('박스', 'Noun'), ('는', 'Josa'), ('된다고', 'Verb'), ('봐야지', 'Verb')]"
2022-11-02 08:53:00,위기를 거꾸로읽어보세요,"[('위기', 'Noun'), ('를', 'Josa'), ('거꾸로', 'Noun'), ('읽어', 'Verb'), ('보세요', 'Verb')]"
2022-11-02 08:48:00,178000,"[('178000', 'Number')]"
2022-11-02 08:45:00,오일 머니라서,"[('오일', 'Noun'), ('머니라서', 'Adjective')]"
2022-11-02 08:30:00,빈살만 실화냐 최근 비중덜어내고,"[('빈살', 'Noun'), ('만', 'Josa'), ('실화', 'Noun'), ('냐', 'Josa'), ('최근', 'Noun'), ('비중', 'Noun'), ('덜어내고', 'Verb')]"
2022-11-02 08:24:00,엊그제 꿈이,"[('엊그제', 'Noun'), ('꿈', 'Noun'), ('이', 'Josa')]"
2022-11-02 08:21:00,네옴시티,"[('네', 'Determiner'), ('옴', 'Noun'), ('시티', 'Noun')]"
2022-11-02 08:19:00,주식멘트모음,"[('주식', 'Noun'), ('멘트', 'Noun'), ('모음', 'Noun')]"
2022-11-02 08:16:00,야선은 상승인디 될까,"[('야', 'Exclamation'), ('선', 'Noun'), ('은', 'Josa'), ('상승', 'Noun'), ('인', 'Josa'), ('디', 'Noun'), ('될까', 'Verb')]"
2022-11-02 08:15:00,오늘부로 네옴시티 최대수혜주는 네이버가 확실,"[('오늘', 'Noun'), ('부로', 'Noun'), ('네', 'Determiner'), ('옴', 'Noun'), ('시티', 'Noun'), ('최대', 'Noun'), ('수', 'Modifier'), ('혜주', 'Noun'), ('는', 'Josa'), ('네이버', 'Noun'), ('가', 'Josa'), ('확실', 'Noun')]"
2022-11-02 08:02:00,오늘 상치나요,"[('오늘', 'Noun'), ('상치', 'Noun'), ('나', 'Josa'), ('요', 'Noun')]"
2022-11-02 06:48:00,네이버카카오 시총 죄다 반토막순위권서 밀려,"[('네이버', 'Noun'), ('카카오', 'Noun'), ('시', 'Modifier'), ('총', 'Noun'), ('죄다', 'Adverb'), ('반토막', 'Noun'), ('순위', 'Noun'), ('권', 'Suffix'), ('서', 'Josa'), ('밀려', 'Verb')]"
2022-11-02 06:42:00,설레발치지마라,"[('설레', 'Adjective'), ('발치', 'Noun'), ('지', 'Josa'), ('마라', 'Adjective')]"
2022-11-02 06:04:00,하한가 예고구글 폭락 5 3분기실적 개판적자기업 포시마크발꼬랑내 나는 중고구두 주류 상품 2조원  인수,"[('하', 'Exclamation'), ('한가', 'Verb'), ('예고', 'Noun'), ('구글', 'Noun'), ('폭락', 'Noun'), ('5', 'Number'), ('3분', 'Number'), ('기실적', 'Foreign'), ('개판', 'Noun'), ('적자', 'Noun'), ('기업', 'Noun'), ('포', 'Noun'), ('시', 'Modifier'), ('마크', 'Noun'), ('발꼬', 'Noun'), ('랑', 'Josa'), ('내', 'Determiner'), ('나', 'Noun'), ('는', 'Josa'), ('중고', 'Noun'), ('구두', 'Noun'), ('주류', 'Noun'), ('상품', 'Noun'), ('2조원', 'Number'), ('인수', 'Noun')]"
2022-11-02 05:14:00,네이버쇼핑은 쿠팡한테 벌써 털렸다,"[('네이버', 'Noun'), ('쇼핑', 'Noun'), ('은', 'Josa'), ('쿠팡', 'Noun'), ('한테', 'Josa'), ('벌써', 'Noun'), ('털렸다', 'Verb')]"
2022-11-02 05:11:00,제페토 이프렌드에 털린다,"[('제페토', 'Noun'), ('이', 'Determiner'), ('프렌드', 'Noun'), ('에', 'Josa'), ('털린다', 'Verb')]"
2022-11-02 05:06:00,포털1위 조만간 구글한테 털린다,"[('포털', 'Noun'), ('1', 'Number'), ('위', 'Noun'), ('조만간', 'Noun'), ('구글', 'Noun'), ('한테', 'Josa'), ('털린다', 'Verb')]"
2022-11-02 04:57:00,수연아 당근마켓 말아먹지 말고,"[('수연', 'Noun'), ('아', 'Josa'), ('당근', 'Noun'), ('마켓', 'Noun'), ('말아먹지', 'Verb'), ('말고', 'Josa')]"
2022-11-02 04:51:00,개이버 올해 적자폭 클것 같은데,"[('개이버', 'Noun'), ('올해', 'Noun'), ('적자', 'Noun'), ('폭', 'Noun'), ('클것', 'Verb'), ('같은데', 'Adjective')]"
2022-11-02 03:49:00,아마존 구글,"[('아마존', 'Noun'), ('구글', 'Noun')]"
2022-11-02 01:01:00,네옴시티는 장중에 나온기사 아녀,"[('네', 'Determiner'), ('옴', 'Noun'), ('시티', 'Noun'), ('는', 'Josa'), ('장', 'Noun'), ('중', 'Suffix'), ('에', 'Josa'), ('나온', 'Verb'), ('기사', 'Noun'), ('아녀', 'Adjective')]"
2022-11-02 00:04:00,컨센은 계속하락중117일 무사할까,"[('컨센', 'Noun'), ('은', 'Josa'), ('계속', 'Noun'), ('하락', 'Noun'), ('중', 'Suffix'), ('117일', 'Number'), ('무사할까', 'Adjective')]"
2022-11-01 23:40:00,사우디왕세자 방문 관련주,"[('사우디', 'Noun'), ('왕세자', 'Noun'), ('방문', 'Noun'), ('관련', 'Noun'), ('주', 'Noun')]"
2022-11-01 23:34:00,참고,"[('참고', 'Noun')]"
2022-11-01 23:30:00,미증시 엄청 밀리고 있음,"[('미', 'Adjective'), ('증시', 'Noun'), ('엄청', 'Adverb'), ('밀리', 'Noun'), ('고', 'Josa'), ('있음', 'Adjective')]"
2022-11-01 22:52:00,내일 갭상승 5 해놔라,"[('내일', 'Noun'), ('갭', 'Verb'), ('상승', 'Noun'), ('5', 'Number'), ('해', 'Noun'), ('놔라', 'Verb')]"
2022-11-02 06:20:00,내일 갭상승 5 해놔라,"[('내일', 'Noun'), ('갭', 'Verb'), ('상승', 'Noun'), ('5', 'Number'), ('해', 'Noun'), ('놔라', 'Verb')]"
2022-11-01 22:46:00,3대 지수가 불타오른다,"[('3', 'Number'), ('대', 'Verb'), ('지수', 'Noun'), ('가', 'Josa'), ('불타', 'Noun'), ('오른다', 'Verb')]"
2022-11-01 22:36:00,단독 사우디가 네이버 신사옥에 꽂혔다는데그 사연은,"[('단독', 'Noun'), ('사우디', 'Noun'), ('가', 'Josa'), ('네이버', 'Noun'), ('신', 'Modifier'), ('사옥', 'Noun'), ('에', 'Josa'), ('꽂혔다는데', 'Verb'), ('그', 'Determiner'), ('사연', 'Noun'), ('은', 'Josa')]"
2022-11-01 22:32:00,미국   달린다,"[('미국', 'Noun'), ('달린다', 'Noun')]"
2022-11-01 22:08:00,올해 13만원까지 떨어져야한다,"[('올해', 'Noun'), ('13만원', 'Number'), ('까지', 'Foreign'), ('떨어져', 'Verb'), ('야한다', 'Adjective')]"
2022-11-01 21:56:00,네옴시티,"[('네', 'Determiner'), ('옴', 'Noun'), ('시티', 'Noun')]"
2022-11-01 21:51:00,오랜만에 연기금도 매수하는군,"[('오랜', 'Modifier'), ('만', 'Noun'), ('에', 'Josa'), ('연기금', 'Noun'), ('도', 'Josa'), ('매수', 'Noun'), ('하는군', 'Verb')]"
2022-11-01 21:19:00,내일 까지는 크게는 아니지만 상승할거 같거든,"[('내일', 'Noun'), ('까지는', 'Josa'), ('크게', 'Noun'), ('는', 'Josa'), ('아니지만', 'Adjective'), ('상승', 'Noun'), ('할거', 'Verb'), ('같거든', 'Adjective')]"
2022-11-01 21:14:00,머리 뽀개질라한다,"[('머리', 'Noun'), ('뽀', 'Noun'), ('개', 'Suffix'), ('질라', 'Noun'), ('한', 'Josa'), ('다', 'Adverb')]"
2022-11-01 21:06:00,명일 원달러  1300원대 진입을 기원드립니다,"[('명일', 'Noun'), ('원', 'Modifier'), ('달러', 'Noun'), ('1300원', 'Number'), ('대', 'Foreign'), ('진입', 'Noun'), ('을', 'Josa'), ('기원', 'Noun'), ('드립니다', 'Verb')]"
2022-11-01 20:48:00,이제 공주님만 믿고 갑니다,"[('이제', 'Noun'), ('공주', 'Noun'), ('님', 'Suffix'), ('만', 'Josa'), ('믿고', 'Verb'), ('갑니다', 'Verb')]"
2022-11-01 20:44:00,6일이나 장투했네 내일 상승 무조건 매도,"[('6일', 'Number'), ('이나', 'Foreign'), ('장투', 'Noun'), ('했네', 'Verb'), ('내일', 'Noun'), ('상승', 'Noun'), ('무조건', 'Noun'), ('매도', 'Noun')]"
2022-11-01 20:41:00,네옴시티 전용 AI메신저를 개발하라,"[('네', 'Determiner'), ('옴', 'Noun'), ('시티', 'Noun'), ('전용', 'Noun'), ('AI', 'Alpha'), ('메신저', 'Noun'), ('를', 'Josa'), ('개발', 'Noun'), ('하', 'Suffix'), ('라', 'Josa')]"
2022-11-01 20:41:00,년말 다가오고,"[('년말', 'Noun'), ('다가오고', 'Verb')]"
2022-11-01 20:40:00,죄 뇬  저주하리라,"[('죄', 'Noun'), ('뇬', 'Noun'), ('저', 'Determiner'), ('주', 'Modifier'), ('하리', 'Noun'), ('라', 'Josa')]"
2022-11-01 20:39:00,이정도면,"[('이', 'Determiner'), ('정도', 'Noun'), ('면', 'Josa')]"
2022-11-01 20:17:00,네움시티는,"[('네움', 'Noun'), ('시티', 'Noun'), ('는', 'Josa')]"
2022-11-01 20:10:00,덕유산에서 내려 왔습니다,"[('덕유산', 'Noun'), ('에서', 'Josa'), ('내려', 'Verb'), ('왔습니다', 'Verb')]"
2022-11-01 20:02:00,평단 21만에서 며칠전 물타서 199000,"[('평단', 'Noun'), ('21만', 'Number'), ('에서', 'Foreign'), ('며칠', 'Noun'), ('전', 'Noun'), ('물', 'Noun'), ('타서', 'Verb'), ('199000', 'Number')]"
2022-11-01 20:17:00,평단 21만에서 며칠전 물타서 199000,"[('평단', 'Noun'), ('21만', 'Number'), ('에서', 'Foreign'), ('며칠', 'Noun'), ('전', 'Noun'), ('물', 'Noun'), ('타서', 'Verb'), ('199000', 'Number')]"
2022-11-01 20:41:00,삭제된 게시물의 답글내일 하한가,"[('삭제', 'Noun'), ('된', 'Verb'), ('게시', 'Noun'), ('물의', 'Noun'), ('답글', 'Noun'), ('내일', 'Noun'), ('하', 'Exclamation'), ('한가', 'Verb')]"
2022-11-01 19:54:00,눌림목 언제쯤 나옴,"[('눌림목', 'Noun'), ('언제', 'Noun'), ('쯤', 'Suffix'), ('나옴', 'Verb')]"
2022-11-01 19:44:00,내일 입성한다,"[('내일', 'Noun'), ('입성', 'Noun'), ('한다', 'Verb')]"
2022-11-01 20:19:00,내일 입성한다,"[('내일', 'Noun'), ('입성', 'Noun'), ('한다', 'Verb')]"
2022-11-01 19:21:00,내일 네이버 상한가 가나요,"[('내일', 'Noun'), ('네이버', 'Noun'), ('상한', 'Noun'), ('가', 'Josa'), ('가나', 'Noun'), ('요', 'Josa')]"
