date,text
2022-11-16 10:00:00,뇌전증물질이 효과가 생기진 않겠지만
2022-11-16 09:35:00,아싸  떨어진다
2022-11-16 09:21:00,공매도세력들
2022-11-16 09:18:00,신한
2022-11-16 09:08:00,그동안
2022-11-16 09:06:00,조정
2022-11-16 09:05:00,물량다못샀다
2022-11-16 08:52:00,오늘은 8만 오르자룰루랄라
2022-11-16 08:56:00,오늘은 8만 오르자룰루랄라
2022-11-16 08:10:00,10만바오팜 만들어간다
2022-11-16 07:58:00,오늘 기대 되네요
2022-11-16 08:47:00,오늘 기대 되네요
2022-11-16 06:08:00,3조 기술이전계약 팜시총6조 따라갑니다
2022-11-16 02:32:00, 몰빵
2022-11-15 22:07:00,내일 폭락한다
2022-11-15 21:51:00,님들 웃고가세요
2022-11-15 22:01:00,님들 웃고가세요
2022-11-15 20:49:00,열흘
2022-11-15 20:20:00,이제 하락때가  되나
2022-11-15 19:55:00,18층 개미 존버중
2022-11-15 17:43:00,조정 범위 크지 않을듯
2022-11-15 17:40:00,오늘도 개미들은 10 던져 버렸다
2022-11-15 17:33:00,14층 구해주러 오나요
2022-11-15 17:06:00,준하 금마 인자 글안올리죠
2022-11-15 17:08:00,준하 금마 인자 글안올리죠
2022-11-15 17:14:00,준하 금마 인자 글안올리죠
2022-11-15 16:53:00,이제 바닥완전찍고상한가 릴레이 기대
2022-11-15 16:32:00,쪼매 올라다고 갸개미 들 드글거리네
2022-11-15 16:20:00,10만원대에 물린사람들 많을텐데
2022-11-15 16:11:00,한국장
2022-11-15 15:46:00,이번주 8만원 돌파할까
2022-11-15 15:30:00,다팔았다갈려면가
2022-11-15 15:26:00,어디선가  누군가의  무슨일이 생기면
2022-11-15 15:17:00,왜오르는 지는 알수 없지만
2022-11-15 15:14:00,적자기업이 시총6조
2022-11-15 15:09:00,22층 입니다 벌써 2년
2022-11-15 15:04:00,플랫으로 확장시켜서 올려버리네
2022-11-15 14:56:00,적자기업 왜이렇게 오르지
2022-11-15 15:49:00,적자기업이니까 오르지
2022-11-15 14:49:00,대 관건
2022-11-15 14:43:00,10 20만 빨리좀 달려라 우하하하
2022-11-15 14:41:00,갭하락은 갭상승으로 메꿔야해
2022-11-15 14:41:00,아직도
2022-11-15 14:33:00,낯설다
2022-11-15 14:14:00,되면 비싸다고
2022-11-15 14:14:00,팜
2022-11-15 14:42:00,팜
2022-11-15 14:09:00,평단 
2022-11-15 14:06:00,오늘 외인 매도0 매도 최상위 개미키움
2022-11-15 13:59:00,에잇
2022-11-15 13:55:00,자 파실분들 파세요
2022-11-15 13:44:00,드디어 상승 시작
2022-11-15 13:31:00,한가지 간과 있는
2022-11-15 13:31:00,200일선도 코앞에 왔다
2022-11-15 13:27:00,요 며칠 계속 올라도 안믿었다
2022-11-15 13:27:00,잡을라했더니
2022-11-15 13:24:00,평단17층
2022-11-15 13:26:00,평단17층
2022-11-15 13:20:00,바팜은 떨어질땐 누구보다 빨리 떨어지고
2022-11-15 13:10:00,바팜도
2022-11-15 13:09:00,나이스 올라라 상한가 상한가
2022-11-15 13:06:00,1년 묵혔는데 추매해
2022-11-15 13:01:00,10일망에 26프로가올랏네
2022-11-15 13:01:00,지린다 부럽다
2022-11-15 12:54:00,앞으로 갈길 멀다
2022-11-15 12:46:00,지렸다
2022-11-15 12:40:00,오늘은까지만
2022-11-15 12:35:00,팜
2022-11-15 12:35:00,잘묵고갑니다
2022-11-15 12:32:00,멍청한 색히들
2022-11-15 12:31:00,오늘 외국인 매도가 0이네
2022-11-15 12:24:00,평단  오늘 다 털었다
2022-11-15 12:19:00,차트분석 해줄게
2022-11-15 12:16:00,아직도
2022-11-15 12:04:00,난 아직도 평단 13이다 찔끔 올랐네
2022-11-15 12:03:00,근데 개인은 근 두달간 털어냈는데
2022-11-15 11:26:00,대박쌀삘이다
2022-11-15 11:26:00,평단가 기분좋네
2022-11-15 10:50:00,고점이네요
2022-11-15 10:50:00,아싸 꺽인다
2022-11-15 10:15:00,팔아
2022-11-15 10:04:00,쥐랄 상승
2022-11-15 09:56:00,팜
2022-11-15 09:50:00,공견들 형이 정리하라고 했제 했제
2022-11-15 09:25:00,아직 감흥이 없네 샹
2022-11-15 09:24:00,추가매수타임 놓친건가
2022-11-15 09:21:00,말했다 아직 한발 남았다고
2022-11-15 09:19:00,120일선 돌파
2022-11-15 09:18:00,난 개미
2022-11-15 09:13:00,개미들 털고
2022-11-14 16:12:00,토론장이 조용한 보아하니
2022-11-14 16:02:00,너무 잘가니
2022-11-14 14:49:00,얘 오늘 오르나여
2022-11-14 14:48:00,챠트가 엄청나구만
2022-11-14 14:46:00,성장주의특징
2022-11-14 14:40:00,어어어어
2022-11-14 13:22:00,이제부터
2022-11-14 10:53:00,공매도 금지 청원 동참 합시다
2022-11-14 10:43:00,삭제된 게시물의 답글좋은소식
2022-11-14 10:10:00,묵혀두면
2022-11-14 10:03:00,주식이 그대를 속일지라도
2022-11-14 09:54:00,국가신약개발사업비 중 10만 지원
2022-11-14 09:51:00,7만원에서 뺄라했는데에이몰라
2022-11-14 09:44:00,돌치아라
2022-11-14 09:31:00,안좋은  상태인데
2022-11-14 09:30:00,금투세 뉴스좀  보고 살아라
2022-11-14 14:15:00,금투세 뉴스좀  보고 살아라
2022-11-14 09:28:00,내가 골든크로스 두번
2022-11-14 08:59:00,SK바이오팜 항암 신약 국가신약개발사업 과제 선정
2022-11-14 09:45:00,SK바이오팜 항암 신약 국가신약개발사업 과제 선정
2022-11-14 06:58:00,민주당 개인투자자 무시하고 금투세 강행피력
2022-11-14 09:23:00,민주당 개인투자자 무시하고 금투세 강행피력
2022-11-14 23:14:00,민주당 개인투자자 무시하고 금투세 강행피력
2022-11-14 10:00:00,삭제된 게시물의 답글민주당 개인투자자 무시하고 금투세 강행피력
2022-11-14 09:28:00,삭제된 게시물의 답글민주당 개인투자자 무시하고 금투세 강행피력
2022-11-13 20:02:00,3조 기술수출 화이팅입니다
2022-11-13 18:29:00,나는
2022-11-13 00:53:00,꾸우 내년 기대되느
2022-11-12 18:22:00,문제의요지는
2022-11-12 15:54:00,이거 호재 맞죠
2022-11-12 11:43:00,양도세법안발의
2022-11-12 10:56:00,공매도 금지 청원 동참 합시다
2022-11-11 20:36:00,와오른다
2022-11-11 16:37:00,손절
2022-11-11 14:46:00,삭제된 게시물의 답글만주
2022-11-11 14:30:00,많다
2022-11-11 14:11:00,안녕하세요오   무료종목 추천받고
2022-11-11 12:33:00,기관목표가는  사기꾼이라 생각하세요
2022-11-11 12:08:00,얘들아 물사조 유튜버가
2022-11-11 12:03:00,올른다 싶으면 증권사들 리포트
2022-11-11 11:13:00,Sams 콩일이 근황 아시는분
2022-11-11 10:28:00,떨어질때가 는데
2022-11-11 09:20:00,오늘도  상승인가
2022-11-11 09:05:00,앞만 보고 가라 너네는
2022-11-11 09:00:00,어제도 공매 저낸쳤네
2022-11-11 06:22:00,오늘 나스닥 7프로 대폭등
2022-11-10 21:18:00,아프리카 돼지열병 뉴스도 나오네
2022-11-10 21:11:00,계좌가 불타오른다
2022-11-10 19:38:00,평단 6만2천
2022-11-10 19:30:00,연초부터
2022-11-10 19:21:00,92 껌
2022-11-10 18:06:00,적자줄었답니다
2022-11-10 16:52:00,글로벌  바이오 의약품 파이프라인을 가지는 일이
2022-11-10 16:46:00,조심
2022-11-10 16:12:00,돈많이 벌었습니다
2022-11-10 16:12:00,적자 줄어든다
2022-11-10 15:22:00,뭔가 쎄한 느낌은 뭐지
2022-11-10 15:09:00,10만6천
2022-11-10 15:05:00,빗싸
2022-11-10 14:39:00,신의 한수
2022-11-10 13:47:00,요 몇일 오른데요
2022-11-10 13:08:00,25년까지  가자
2022-11-10 12:59:00,올해FDA도전상장사10곳중 펩트론이그중 3상 3곳중 1곳이 펩트론이구나
2022-11-10 12:16:00,전진
2022-11-10 11:47:00,오후에 무너지지만 말자
2022-11-10 11:32:00,4분기 흑자전환할거래자너
2022-11-10 19:46:00,4분기 흑자전환할거래자너
2022-11-10 11:18:00,이제 갈것 같은데 물타기해볼까
2022-11-10 11:18:00,원가 2년기다려야 할듯
2022-11-10 11:08:00,팜
2022-11-10 10:59:00,가자
2022-11-10 10:55:00,공견들 이거봐라
2022-11-10 10:42:00,오늘도  오르는건가
2022-11-10 10:16:00,조사장 잘하고 있습니다
2022-11-10 10:13:00,나보다 평단 낮은사람 나와봐라
2022-11-10 09:48:00,쫌 오른다고 던지지 말고 공견들 밥주지 맙시다
2022-11-10 09:45:00,헐 오르려고
2022-11-10 09:38:00,실적을 보니 맘이 편해졌다
2022-11-10 09:33:00,골든크로스라고
2022-11-10 09:25:00,실적이 어닝서프라이즈네허허허
2022-11-10 09:15:00,오늘 오르려나
2022-11-10 08:56:00,3분기 실적이 예상치 보다 훨 좋구나
2022-11-09 19:36:00,숏커버링 들어옵니다 팔지들마세요
2022-11-09 17:46:00,챠트를 보아하니
2022-11-09 15:28:00,바닥  치고 올라간것 안보이냐 허당들
2022-11-09 11:49:00,골든크로스네
2022-11-09 11:24:00,여기는 토론글도 없음
2022-11-08 21:08:00,7만 초반에 들어와서 이제 본절이네요
2022-11-08 18:43:00,제2의 삼바가 되어라
2022-11-08 12:54:00,하수
2022-11-08 12:51:00,마참내
2022-11-08 11:03:00,주식 현인께서 가라사대
2022-11-08 07:43:00,적자네요
2022-11-07 23:33:00,아고
2022-11-07 19:04:00,시간표는 모르겠지만
2022-11-07 15:51:00,매도가
2022-11-07 15:31:00,동시호가
2022-11-07 14:33:00,꿈에서 13만원까지가서
2022-11-07 14:15:00,믿음이 안가
2022-11-07 13:31:00,속지들마라요
2022-11-07 13:00:00,55에 담아둔거 여기서 내린다
2022-11-07 12:32:00,Sk바팜 평단  입니다
