text,pos_tagged
활성시장에서 거래되는 금융상품예 상장 파생상품 지분증권의 공정가치는보고기간 말의 공시된 시장가격에 기초합니다,"[('활', 'Noun'), ('성', 'Modifier'), ('시장', 'Noun'), ('에서', 'Josa'), ('거래', 'Noun'), ('되는', 'Verb'), ('금융', 'Noun'), ('상품', 'Noun'), ('예', 'Noun'), ('상장', 'Noun'), ('파생상품', 'Noun'), ('지', 'Modifier'), ('분', 'Noun'), ('증권', 'Noun'), ('의', 'Josa'), ('공정', 'Noun'), ('가치', 'Noun'), ('는', 'Josa'), ('보고', 'Noun'), ('기간', 'Noun'), ('말', 'Noun'), ('의', 'Josa'), ('공시', 'Noun'), ('된', 'Verb'), ('시장', 'Noun'), ('가격', 'Noun'), ('에', 'Josa'), ('기초', 'Noun'), ('합니다', 'Verb')]"
해당 금융상품은 수준 로 분류합니다,"[('해당', 'Noun'), ('금융', 'Noun'), ('상품', 'Noun'), ('은', 'Josa'), ('수준', 'Noun'), ('1', 'Number'), ('로', 'Noun'), ('분류', 'Noun'), ('합니다', 'Verb')]"
활성시장에서 거래되지 않는 금융상품예 비상장 파생상품의 공정가치를 산정하는 데에는 관측할 있는 시장자료를 최대한으로 사용하고 기업 특유의 추정치는 가능한 적게 사용하는 평가기법을 사용합니다,"[('활', 'Noun'), ('성', 'Modifier'), ('시장', 'Noun'), ('에서', 'Josa'), ('거래', 'Noun'), ('되지', 'Verb'), ('않는', 'Verb'), ('금융', 'Noun'), ('상품', 'Noun'), ('예', 'Noun'), ('비상', 'Noun'), ('장', 'Suffix'), ('파생상품', 'Noun'), ('의', 'Josa'), ('공정', 'Noun'), ('가치', 'Noun'), ('를', 'Josa'), ('산정', 'Noun'), ('하는', 'Verb'), ('데', 'Noun'), ('에는', 'Josa'), ('관측', 'Noun'), ('할', 'Verb'), ('있는', 'Adjective'), ('시장', 'Noun'), ('자료', 'Noun'), ('를', 'Josa'), ('최대한', 'Noun'), ('으로', 'Josa'), ('사용', 'Noun'), ('하고', 'Josa'), ('기업', 'Noun'), ('특유', 'Noun'), ('의', 'Josa'), ('추정', 'Noun'), ('치는', 'Verb'), ('가능한', 'Adjective'), ('적게', 'Verb'), ('사용', 'Noun'), ('하는', 'Verb'), ('평가', 'Noun'), ('기법', 'Noun'), ('을', 'Josa'), ('사용', 'Noun'), ('합니다', 'Verb')]"
공정가치 산정에 사용된 모든 유의적인 투입변수를 관측할 있다면 해당 금융상품은 수준 로 분류합니다,"[('공정', 'Noun'), ('가치', 'Noun'), ('산정', 'Noun'), ('에', 'Josa'), ('사용', 'Noun'), ('된', 'Verb'), ('모든', 'Noun'), ('유의', 'Noun'), ('적', 'Suffix'), ('인', 'Josa'), ('투입', 'Noun'), ('변수', 'Noun'), ('를', 'Josa'), ('관측', 'Noun'), ('할', 'Verb'), ('있다면', 'Adjective'), ('해당', 'Noun'), ('금융', 'Noun'), ('상품', 'Noun'), ('은', 'Josa'), ('수준', 'Noun'), ('2', 'Number'), ('로', 'Noun'), ('분류', 'Noun'), ('합니다', 'Verb')]"
관측할 있는 시장자료를 기초로 않은 이상의 유의적인 투입변수를 사용한 해당 금융상품은 수준 으로 분류합니다,"[('관측', 'Noun'), ('할', 'Verb'), ('있는', 'Adjective'), ('시장', 'Noun'), ('자료', 'Noun'), ('를', 'Josa'), ('기초', 'Noun'), ('로', 'Josa'), ('않은', 'Verb'), ('이상', 'Noun'), ('의', 'Josa'), ('유의', 'Noun'), ('적', 'Suffix'), ('인', 'Josa'), ('투입', 'Noun'), ('변수', 'Noun'), ('를', 'Josa'), ('사용', 'Noun'), ('한', 'Josa'), ('해당', 'Noun'), ('금융', 'Noun'), ('상품', 'Noun'), ('은', 'Josa'), ('수준', 'Noun'), ('3', 'Number'), ('으로', 'Josa'), ('분류', 'Noun'), ('합니다', 'Verb')]"
당분기말 전기말 현재 공정가치로 측정되는 금융상품의 공정가치 서열체계 구분은 다음과 같습니다,"[('당', 'Modifier'), ('분기', 'Noun'), ('말', 'Noun'), ('전기', 'Noun'), ('말', 'Noun'), ('현재', 'Noun'), ('공정', 'Noun'), ('가치', 'Noun'), ('로', 'Josa'), ('측정', 'Noun'), ('되는', 'Verb'), ('금융', 'Noun'), ('상품', 'Noun'), ('의', 'Josa'), ('공정', 'Noun'), ('가치', 'Noun'), ('서열체', 'Noun'), ('계', 'Suffix'), ('구분', 'Noun'), ('은', 'Josa'), ('다음', 'Noun'), ('과', 'Josa'), ('같습니다', 'Adjective')]"
단위  천원구 분당분기말수준 수준 수준 합 계금융자산 당기손익공정가치 측정 금융자산68467084067677740786485080 기타포괄손익공정가치 측정 금융자산005094654495046금융부채 당기손익공정가치 측정 금융부채878594940555068866단위  천원구 분전기말수준 수준 수준 합 계금융자산 당기손익공정가치 측정 금융자산0557746996770400885869657798 기타포괄손익공정가치 측정 금융자산896968896586048749금융부채 당기손익공정가치 측정 금융부채나,"[('단위', 'Noun'), ('천원', 'Noun'), ('구', 'Noun'), ('분당', 'Noun'), ('분기', 'Noun'), ('말', 'Noun'), ('수준', 'Noun'), ('1', 'Number'), ('수준', 'Noun'), ('2', 'Number'), ('수준', 'Noun'), ('3', 'Number'), ('합', 'Noun'), ('계', 'Noun'), ('금융', 'Noun'), ('자산', 'Noun'), ('당', 'Modifier'), ('기', 'Modifier'), ('손익', 'Noun'), ('공정', 'Noun'), ('가치', 'Noun'), ('측정', 'Noun'), ('금융', 'Noun'), ('자산', 'Noun'), ('2368467084202633227677740783633485080', 'Number'), ('기타', 'Noun'), ('포괄', 'Noun'), ('손익', 'Noun'), ('공정', 'Noun'), ('가치', 'Noun'), ('측정', 'Noun'), ('금융', 'Noun'), ('자산', 'Noun'), ('12003350932146153331414950426', 'Number'), ('금융', 'Noun'), ('부채', 'Noun'), ('당', 'Modifier'), ('기', 'Modifier'), ('손익', 'Noun'), ('공정', 'Noun'), ('가치', 'Noun'), ('측정', 'Noun'), ('금융', 'Noun'), ('부채', 'Noun'), ('1187811519494055520681866', 'Number'), ('단위', 'Noun'), ('천원', 'Noun'), ('구', 'Noun'), ('분전', 'Noun'), ('기말', 'Verb'), ('수준', 'Noun'), ('1', 'Number'), ('수준', 'Noun'), ('2', 'Number'), ('수준', 'Noun'), ('3', 'Number'), ('합', 'Noun'), ('계', 'Noun'), ('금융', 'Noun'), ('자산', 'Noun'), ('당', 'Modifier'), ('기', 'Modifier'), ('손익', 'Noun'), ('공정', 'Noun'), ('가치', 'Noun'), ('측정', 'Noun'), ('금융', 'Noun'), ('자산', 'Noun'), ('3055217743699677024021088512869657798', 'Number'), ('기타', 'Noun'), ('포괄', 'Noun'), ('손익', 'Noun'), ('공정', 'Noun'), ('가치', 'Noun'), ('측정', 'Noun'), ('금융', 'Noun'), ('자산', 'Noun'), ('18969688922265186012123487492', 'Number'), ('금융', 'Noun'), ('부채', 'Noun'), ('당', 'Modifier'), ('기', 'Modifier'), ('손익', 'Noun'), ('공정', 'Noun'), ('가치', 'Noun'), ('측정', 'Noun'), ('금융', 'Noun'), ('부채', 'Noun'), ('508994105508994105', 'Number'), ('나', 'Noun')]"
관측할 없는 유의적 투입변수를 사용한 공정가치 측정수준 연결회사는 공정가치 서열체계의 수준 간 이동을 보고기간 말에 인식합니다,"[('관측', 'Noun'), ('할', 'Verb'), ('없는', 'Adjective'), ('유의', 'Noun'), ('적', 'Suffix'), ('투입', 'Noun'), ('변수', 'Noun'), ('를', 'Josa'), ('사용', 'Noun'), ('한', 'Josa'), ('공정', 'Noun'), ('가치', 'Noun'), ('측정', 'Noun'), ('수준', 'Noun'), ('3', 'Number'), ('연결', 'Noun'), ('회사', 'Noun'), ('는', 'Josa'), ('공정', 'Noun'), ('가치', 'Noun'), ('서열체', 'Noun'), ('계', 'Suffix'), ('의', 'Josa'), ('수준', 'Noun'), ('간', 'Noun'), ('이동', 'Noun'), ('을', 'Josa'), ('보고', 'Noun'), ('기간', 'Noun'), ('말', 'Noun'), ('에', 'Josa'), ('인식', 'Noun'), ('합니다', 'Verb')]"
당분기 전분기 수준 으로 분류된 금융상품의 변동 내역은 다음과 같습니다,"[('당', 'Modifier'), ('분기', 'Noun'), ('전', 'Modifier'), ('분기', 'Noun'), ('수준', 'Noun'), ('3', 'Number'), ('으로', 'Josa'), ('분류', 'Noun'), ('된', 'Verb'), ('금융', 'Noun'), ('상품', 'Noun'), ('의', 'Josa'), ('변동', 'Noun'), ('내', 'Determiner'), ('역', 'Noun'), ('은', 'Josa'), ('다음', 'Noun'), ('과', 'Josa'), ('같습니다', 'Adjective')]"
가치평가기법 투입변수 당분기말 전기말 현재 연결회사의 공정가치 서열체계에서 수준 와 수준 으로 분류되는 주요 금융상품의 공정가치 측정치 중요한 가치평가기법과 투입변수는 아래와 같습니다,"[('가치', 'Noun'), ('평가', 'Noun'), ('기법', 'Noun'), ('투입', 'Noun'), ('변수', 'Noun'), ('당', 'Modifier'), ('분기', 'Noun'), ('말', 'Noun'), ('전기', 'Noun'), ('말', 'Noun'), ('현재', 'Noun'), ('연결', 'Noun'), ('회사', 'Noun'), ('의', 'Josa'), ('공정', 'Noun'), ('가치', 'Noun'), ('서열체', 'Noun'), ('계', 'Suffix'), ('에서', 'Josa'), ('수준', 'Noun'), ('2', 'Number'), ('와', 'Verb'), ('수준', 'Noun'), ('3', 'Number'), ('으로', 'Josa'), ('분류', 'Noun'), ('되는', 'Verb'), ('주요', 'Noun'), ('금융', 'Noun'), ('상품', 'Noun'), ('의', 'Josa'), ('공정', 'Noun'), ('가치', 'Noun'), ('측정', 'Noun'), ('치', 'Noun'), ('중요한', 'Adjective'), ('가치', 'Noun'), ('평가', 'Noun'), ('기법', 'Noun'), ('과', 'Josa'), ('투입', 'Noun'), ('변수', 'Noun'), ('는', 'Josa'), ('아래', 'Noun'), ('와', 'Josa'), ('같습니다', 'Adjective')]"
현재가치기법신용위험이 반영된 할인율할인율,"[('04', 'Number'), ('현재가치', 'Noun'), ('기법', 'Noun'), ('신용', 'Noun'), ('위험', 'Noun'), ('이', 'Josa'), ('반영', 'Noun'), ('된', 'Verb'), ('할인', 'Noun'), ('율', 'Noun'), ('할인', 'Noun'), ('율', 'Noun'), ('12', 'Number')]"
수익증권 펀드현재가치기법신용위험이 반영된 할인율수익증권 펀드장접근법 등기초자산가격채무증권현재가치기법신용위험이 반영된 할인율파생상품현재가치기법옵션가격결정모형선도환율CD 금리 등,"[('90', 'Number'), ('수익', 'Noun'), ('증권', 'Noun'), ('펀드', 'Noun'), ('44669592', 'Number'), ('현재가치', 'Noun'), ('기법', 'Noun'), ('신용', 'Noun'), ('위험', 'Noun'), ('이', 'Josa'), ('반영', 'Noun'), ('된', 'Verb'), ('할인', 'Noun'), ('율', 'Noun'), ('수익', 'Noun'), ('증권', 'Noun'), ('펀드', 'Noun'), ('14190927963시', 'Number'), ('장접근법', 'Foreign'), ('등', 'Noun'), ('기초자산', 'Noun'), ('가격', 'Noun'), ('채무', 'Noun'), ('증권', 'Noun'), ('8282953552', 'Number'), ('현재가치', 'Noun'), ('기법', 'Noun'), ('신용', 'Noun'), ('위험', 'Noun'), ('이', 'Josa'), ('반영', 'Noun'), ('된', 'Verb'), ('할인', 'Noun'), ('율', 'Noun'), ('파생상품', 'Noun'), ('92640182', 'Number'), ('현재가치', 'Noun'), ('기법', 'Noun'), ('옵션', 'Noun'), ('가격결정', 'Noun'), ('모형', 'Noun'), ('선도', 'Noun'), ('환율', 'Noun'), ('CD', 'Alpha'), ('금리', 'Noun'), ('등', 'Noun'), ('0', 'Number')]"
 기초자산 가격 산정의 투입변수가 많아 공시를 생략하였습니다,"[('23', 'Number'), ('기초자산', 'Noun'), ('가격', 'Noun'), ('산정', 'Noun'), ('의', 'Josa'), ('투입', 'Noun'), ('변수', 'Noun'), ('가', 'Josa'), ('많아', 'Adjective'), ('공시', 'Noun'), ('를', 'Josa'), ('생략', 'Noun'), ('하였습니다', 'Verb')]"
현재가치기법신용위험이 반영된 할인율할인율,"[('54', 'Number'), ('현재가치', 'Noun'), ('기법', 'Noun'), ('신용', 'Noun'), ('위험', 'Noun'), ('이', 'Josa'), ('반영', 'Noun'), ('된', 'Verb'), ('할인', 'Noun'), ('율', 'Noun'), ('할인', 'Noun'), ('율', 'Noun'), ('13', 'Number')]"
수익증권 펀드현재가치기법신용위험이 반영된 할인율수익증권 펀드장접근법 등기초자산가격채무증권현재가치기법신용위험이 반영된 할인율파생상품현재가치기법옵션가격결정모형선도환율기타포괄손익공정가치 측정 금융자산지분증권현재가치기법시장접근법EVSALES PSR 등EVSALES,"[('67', 'Number'), ('수익', 'Noun'), ('증권', 'Noun'), ('펀드', 'Noun'), ('199086362', 'Number'), ('현재가치', 'Noun'), ('기법', 'Noun'), ('신용', 'Noun'), ('위험', 'Noun'), ('이', 'Josa'), ('반영', 'Noun'), ('된', 'Verb'), ('할인', 'Noun'), ('율', 'Noun'), ('수익', 'Noun'), ('증권', 'Noun'), ('펀드', 'Noun'), ('11461768503시', 'Number'), ('장접근법', 'Foreign'), ('등', 'Noun'), ('기초자산', 'Noun'), ('가격', 'Noun'), ('채무', 'Noun'), ('증권', 'Noun'), ('4166349152', 'Number'), ('현재가치', 'Noun'), ('기법', 'Noun'), ('신용', 'Noun'), ('위험', 'Noun'), ('이', 'Josa'), ('반영', 'Noun'), ('된', 'Verb'), ('할인', 'Noun'), ('율', 'Noun'), ('파생상품', 'Noun'), ('4532192', 'Number'), ('현재가치', 'Noun'), ('기법', 'Noun'), ('옵션', 'Noun'), ('가격결정', 'Noun'), ('모형', 'Noun'), ('선도', 'Noun'), ('환율', 'Noun'), ('기타', 'Noun'), ('포괄', 'Noun'), ('손익', 'Noun'), ('공정', 'Noun'), ('가치', 'Noun'), ('측정', 'Noun'), ('금융', 'Noun'), ('자', 'Suffix'), ('산지', 'Noun'), ('분', 'Suffix'), ('증권', 'Noun'), ('2265186013', 'Number'), ('현재가치', 'Noun'), ('기법', 'Noun'), ('시장', 'Noun'), ('접근', 'Noun'), ('법', 'Noun'), ('EVSALES', 'Alpha'), ('PSR', 'Alpha'), ('등', 'Noun'), ('EVSALES', 'Alpha'), ('2', 'Number')]"
 기초자산 가격 산정의 투입변수가 많아 공시를 생략하였습니다,"[('23', 'Number'), ('기초자산', 'Noun'), ('가격', 'Noun'), ('산정', 'Noun'), ('의', 'Josa'), ('투입', 'Noun'), ('변수', 'Noun'), ('가', 'Josa'), ('많아', 'Adjective'), ('공시', 'Noun'), ('를', 'Josa'), ('생략', 'Noun'), ('하였습니다', 'Verb')]"
수준 으로 분류된 공정가치 측정치의 가치평가 과정연결회사는 재무보고 목적의 공정가치 측정을 투자관리팀 자금팀에서 담당하고 있으며 공정가치 측정치는 수준 으로 분류되는 공정가치 측정치를 포함하고 있습니다,"[('수준', 'Noun'), ('3', 'Number'), ('으로', 'Josa'), ('분류', 'Noun'), ('된', 'Verb'), ('공정', 'Noun'), ('가치', 'Noun'), ('측정', 'Noun'), ('치의', 'Noun'), ('가치', 'Noun'), ('평가', 'Noun'), ('과정', 'Noun'), ('연결', 'Noun'), ('회사', 'Noun'), ('는', 'Josa'), ('재무', 'Noun'), ('보고', 'Noun'), ('목적', 'Noun'), ('의', 'Josa'), ('공정', 'Noun'), ('가치', 'Noun'), ('측정', 'Noun'), ('을', 'Josa'), ('투자', 'Noun'), ('관리', 'Noun'), ('팀', 'Noun'), ('자금', 'Noun'), ('팀', 'Noun'), ('에서', 'Josa'), ('담당', 'Noun'), ('하고', 'Josa'), ('있으며', 'Adjective'), ('공정', 'Noun'), ('가치', 'Noun'), ('측정', 'Noun'), ('치는', 'Verb'), ('수준', 'Noun'), ('3', 'Number'), ('으로', 'Josa'), ('분류', 'Noun'), ('되는', 'Verb'), ('공정', 'Noun'), ('가치', 'Noun'), ('측정', 'Noun'), ('치를', 'Verb'), ('포함', 'Noun'), ('하고', 'Josa'), ('있습니다', 'Adjective')]"
공정가치 측정을 담당하는 팀은 분기 보고일정에 맞추어 공정가치 평가과정 재무담당이사에게 보고 협의합니다,"[('공정', 'Noun'), ('가치', 'Noun'), ('측정', 'Noun'), ('을', 'Josa'), ('담당', 'Noun'), ('하는', 'Verb'), ('팀', 'Noun'), ('은', 'Josa'), ('분기', 'Noun'), ('보고', 'Noun'), ('일정', 'Noun'), ('에', 'Josa'), ('맞추어', 'Verb'), ('공정', 'Noun'), ('가치', 'Noun'), ('평가', 'Noun'), ('과정', 'Noun'), ('재무', 'Noun'), ('담당', 'Noun'), ('이사', 'Noun'), ('에게', 'Josa'), ('보고', 'Noun'), ('협의', 'Noun'), ('합니다', 'Verb')]"
연결회사의 영업부문은 단일 영업부문으로 구성되어 있습니다,"[('연결', 'Noun'), ('회사', 'Noun'), ('의', 'Josa'), ('영업', 'Noun'), ('부문', 'Noun'), ('은', 'Josa'), ('단일', 'Noun'), ('영업', 'Noun'), ('부문', 'Noun'), ('으로', 'Josa'), ('구성', 'Noun'), ('되어', 'Verb'), ('있습니다', 'Adjective')]"
최고영업의사결정자에게 서비스별 영업현황을 보고하고 있으며 연결회사의 영업부문과 관련된 손익은 연결포괄손익계산서에 보고된 내용과 차이가 없습니다,"[('최고', 'Noun'), ('영업', 'Noun'), ('의사결정', 'Noun'), ('자', 'Suffix'), ('에게', 'Josa'), ('서비스', 'Noun'), ('별', 'Noun'), ('영업', 'Noun'), ('현황', 'Noun'), ('을', 'Josa'), ('보고', 'Noun'), ('하고', 'Josa'), ('있으며', 'Adjective'), ('연결', 'Noun'), ('회사', 'Noun'), ('의', 'Josa'), ('영업', 'Noun'), ('부문', 'Noun'), ('과', 'Josa'), ('관련', 'Noun'), ('된', 'Verb'), ('손익', 'Noun'), ('은', 'Josa'), ('연결', 'Noun'), ('포괄', 'Noun'), ('손익계산서', 'Noun'), ('에', 'Josa'), ('보고', 'Noun'), ('된', 'Verb'), ('내용', 'Noun'), ('과', 'Josa'), ('차이', 'Noun'), ('가', 'Josa'), ('없습니다', 'Adjective')]"
중단영업합 계 검색 디스플레이 등 커머스 광고 중개 판매 멤버십 페이서비스 디지털 금융 웹툰 제페토 SNOW 등 NCP 웍스 클로바 등한편 연결회사는 당분기 재무제표와의 비교를 용이하게 전분기 재무제표의 서비스 구분을 당분기 재무제표의 서비스 구분에 재분류하였으며 전분기에 보고된 순자산가액이나 분기순이익에는 영향을 미치지 아니합니다,"[('00', 'Number'), ('중단', 'Noun'), ('영업', 'Noun'), ('472178882', 'Number'), ('합', 'Noun'), ('계', 'Noun'), ('594833558753620533001', 'Number'), ('검색', 'Noun'), ('디스플레이', 'Noun'), ('등', 'Noun'), ('2', 'Number'), ('커머스', 'Noun'), ('광고', 'Noun'), ('중개', 'Noun'), ('판매', 'Noun'), ('멤버십', 'Noun'), ('3', 'Number'), ('페이', 'Noun'), ('서비스', 'Noun'), ('디지털', 'Noun'), ('금융', 'Noun'), ('4', 'Number'), ('웹툰', 'Noun'), ('제페토', 'Noun'), ('SNOW', 'Alpha'), ('등', 'Noun'), ('5', 'Number'), ('NCP', 'Alpha'), ('웍스', 'Noun'), ('클로', 'Verb'), ('바', 'Noun'), ('등', 'Noun'), ('한편', 'Noun'), ('연결', 'Noun'), ('회사', 'Noun'), ('는', 'Josa'), ('당', 'Modifier'), ('분기', 'Noun'), ('재무제표', 'Noun'), ('와의', 'Josa'), ('비교', 'Noun'), ('를', 'Josa'), ('용이하게', 'Adjective'), ('전', 'Modifier'), ('분기', 'Noun'), ('재무제표', 'Noun'), ('의', 'Josa'), ('서비스', 'Noun'), ('구분', 'Noun'), ('을', 'Josa'), ('당', 'Modifier'), ('분기', 'Noun'), ('재무제표', 'Noun'), ('의', 'Josa'), ('서비스', 'Noun'), ('구분', 'Noun'), ('에', 'Josa'), ('재', 'Noun'), ('분류', 'Noun'), ('하였으며', 'Verb'), ('전', 'Modifier'), ('분기', 'Noun'), ('에', 'Josa'), ('보고', 'Noun'), ('된', 'Verb'), ('순', 'Modifier'), ('자산', 'Noun'), ('가액', 'Noun'), ('이나', 'Josa'), ('분기', 'Noun'), ('순이익', 'Noun'), ('에는', 'Josa'), ('영향', 'Noun'), ('을', 'Josa'), ('미치지', 'Adjective'), ('아니', 'Adjective'), ('합니다', 'Verb')]"
단위 천원구 분외부 고객으로부터의 수익비유동자산 당분기전분기당분기말전기말국  내  본기  타소 계중단영업매각예정자산합 계 금융상품관계공동기업투자주식 포함 이연법인세자산을 포함하지 않은 금액입니다,"[('단위', 'Noun'), ('천원', 'Noun'), ('구', 'Noun'), ('분', 'Noun'), ('외부', 'Noun'), ('고객', 'Noun'), ('으로부터의', 'Josa'), ('수익', 'Noun'), ('비유', 'Noun'), ('동', 'Modifier'), ('자산', 'Noun'), ('당', 'Modifier'), ('분기', 'Noun'), ('전', 'Modifier'), ('분기', 'Noun'), ('당', 'Modifier'), ('분기', 'Noun'), ('말전기', 'Verb'), ('말국', 'Noun'), ('내', 'Noun'), ('5473688037465080874136824924612630607286일', 'Number'), ('본', 'Verb'), ('31509840712009278929380756175667968', 'Number'), ('기', 'Noun'), ('타', 'Noun'), ('159549143118972888837024101694168445', 'Number'), ('소', 'Noun'), ('계', 'Noun'), ('5948335587488987441848133241233400443699', 'Number'), ('중단', 'Noun'), ('영업', 'Noun'), ('매', 'Modifier'), ('각', 'Modifier'), ('예정', 'Noun'), ('자산', 'Noun'), ('472178882', 'Number'), ('합', 'Noun'), ('계', 'Noun'), ('5948335587536205330048133241233400443699', 'Number'), ('금융', 'Noun'), ('상', 'Suffix'), ('품관', 'Noun'), ('계', 'Suffix'), ('공', 'Modifier'), ('동', 'Modifier'), ('기업', 'Noun'), ('투자', 'Noun'), ('주식', 'Noun'), ('포함', 'Noun'), ('이', 'Determiner'), ('연', 'Modifier'), ('법인세', 'Noun'), ('자산', 'Noun'), ('을', 'Josa'), ('포함', 'Noun'), ('하지', 'Verb'), ('않은', 'Verb'), ('금액', 'Noun'), ('입니다', 'Adjective')]"
당분기 전분기 고객과의 계약에서 생기는 수익의 구분은 다음과 같습니다,"[('당', 'Modifier'), ('분기', 'Noun'), ('전', 'Modifier'), ('분기', 'Noun'), ('고객', 'Noun'), ('과의', 'Josa'), ('계약', 'Noun'), ('에서', 'Josa'), ('생기는', 'Verb'), ('수익', 'Noun'), ('의', 'Josa'), ('구분', 'Noun'), ('은', 'Josa'), ('다음', 'Noun'), ('과', 'Josa'), ('같습니다', 'Adjective')]"
단위 천원구 분당분기전분기수익인식 시점 시점에 인식 기간에 걸쳐 인식소 계중단영업합 계,"[('단위', 'Noun'), ('천원', 'Noun'), ('구', 'Noun'), ('분당', 'Noun'), ('분', 'Suffix'), ('기전', 'Noun'), ('분기', 'Noun'), ('수익', 'Noun'), ('인식', 'Noun'), ('시점', 'Noun'), ('시점', 'Noun'), ('에', 'Josa'), ('인식', 'Noun'), ('43615659513483656994', 'Number'), ('기간', 'Noun'), ('에', 'Josa'), ('걸쳐', 'Verb'), ('인식', 'Noun'), ('15867696361406217424', 'Number'), ('소', 'Noun'), ('계', 'Noun'), ('59483355874889874418', 'Number'), ('중단', 'Noun'), ('영업', 'Noun'), ('472178882', 'Number'), ('합', 'Noun'), ('계', 'Noun'), ('594833558753620533006', 'Number')]"
단위 천원구 분당분기전분기기초금액취득 자본적지출 등사업결합으로 인한 취득감가상각처분폐기손상기타기말금액 차입원가 자본화로 증가한 금액이 포함되어 있습니다,"[('단위', 'Noun'), ('천원', 'Noun'), ('구', 'Noun'), ('분당', 'Noun'), ('분', 'Suffix'), ('기전', 'Noun'), ('분기', 'Noun'), ('기초', 'Noun'), ('금액', 'Noun'), ('21112616601684563341', 'Number'), ('취득', 'Noun'), ('자본', 'Noun'), ('적', 'Suffix'), ('지출', 'Noun'), ('등', 'Noun'), ('1538868052666426409', 'Number'), ('사업', 'Noun'), ('결합', 'Noun'), ('으로', 'Josa'), ('인한', 'Adjective'), ('취득', 'Noun'), ('12497748314899', 'Number'), ('감가상각', 'Noun'), ('263448961245966124', 'Number'), ('처분', 'Noun'), ('폐기', 'Noun'), ('손상', 'Noun'), ('2515472838541192', 'Number'), ('기타', 'Noun'), ('3617354314703049분', 'Number'), ('기말금액', 'Foreign'), ('240019731420815003821', 'Number'), ('차입', 'Noun'), ('원가', 'Noun'), ('자본', 'Noun'), ('화로', 'Noun'), ('증가', 'Noun'), ('한', 'Josa'), ('금액', 'Noun'), ('이', 'Josa'), ('포함', 'Noun'), ('되어', 'Verb'), ('있습니다', 'Adjective')]"
 당분기 사업양수도로 처분한 금액 백만원이 포함되어 있습니다,"[('2', 'Number'), ('당', 'Modifier'), ('분기', 'Noun'), ('사업', 'Noun'), ('양', 'Modifier'), ('수도', 'Noun'), ('로', 'Josa'), ('처분', 'Noun'), ('한', 'Josa'), ('금액', 'Noun'), ('81', 'Number'), ('백만원', 'Noun'), ('이', 'Josa'), ('포함', 'Noun'), ('되어', 'Verb'), ('있습니다', 'Adjective')]"
당분기 적격자산인 유형자산에 자본화된 차입원가는 백만원전분기 백만원이며 자본화가능 차입원가를 산정하기 사용된 자본화차입이자율은 ,"[('당', 'Modifier'), ('분기', 'Noun'), ('적', 'Noun'), ('격자', 'Noun'), ('산', 'Noun'), ('인', 'Josa'), ('유형', 'Noun'), ('자산', 'Noun'), ('에', 'Josa'), ('자본', 'Noun'), ('화', 'Suffix'), ('된', 'Verb'), ('차입', 'Noun'), ('원가', 'Noun'), ('는', 'Josa'), ('6140', 'Number'), ('백만원', 'Noun'), ('전', 'Modifier'), ('분기', 'Noun'), ('5949', 'Number'), ('백만원', 'Noun'), ('이며', 'Josa'), ('자본', 'Noun'), ('화', 'Suffix'), ('가능', 'Noun'), ('차입', 'Noun'), ('원가', 'Noun'), ('를', 'Josa'), ('산정', 'Noun'), ('하기', 'Verb'), ('사용', 'Noun'), ('된', 'Verb'), ('자본', 'Noun'), ('화', 'Suffix'), ('차입', 'Noun'), ('이자율', 'Noun'), ('은', 'Josa'), ('1', 'Number')]"
이며 이는 특정차입원가에 대한 이자율입니다,"[('67', 'Number'), ('이며', 'Josa'), ('이는', 'Verb'), ('특정', 'Noun'), ('차입', 'Noun'), ('원가', 'Noun'), ('에', 'Josa'), ('대한', 'Noun'), ('이자율', 'Noun'), ('입니다', 'Adjective')]"
연결재무상태표에 인식된 금액당분기말 전기말 현재 리스와 관련하여 연결재무상태표에 인식된 금액은 다음과 같습니다,"[('연결', 'Noun'), ('재무상태표', 'Noun'), ('에', 'Josa'), ('인식', 'Noun'), ('된', 'Verb'), ('금액', 'Noun'), ('당', 'Modifier'), ('분기', 'Noun'), ('말', 'Noun'), ('전기', 'Noun'), ('말', 'Noun'), ('현재', 'Noun'), ('리스', 'Noun'), ('와', 'Josa'), ('관련', 'Noun'), ('하여', 'Verb'), ('연결', 'Noun'), ('재무상태표', 'Noun'), ('에', 'Josa'), ('인식', 'Noun'), ('된', 'Verb'), ('금액', 'Noun'), ('은', 'Josa'), ('다음', 'Noun'), ('과', 'Josa'), ('같습니다', 'Adjective')]"
