date,text
2022-11-30 12:35:00,속보검찰 아들 50억 퇴직금 곽상도 징역 15년 구형 꼬리자르기 말고 박영수도 빨랑 수사 기소혀라 딸이 화천대유직원
2022-11-30 11:53:00,거래량이 하루23만주
2022-11-30 11:34:00,종목이 나쁜게아니고
2022-11-30 10:46:00,삭제된 게시물의 답글몬소린지
2022-11-30 10:39:00,차라리지금 엔씨로붙으셔요
2022-11-30 10:28:00,엔씨만도 못허냐
2022-11-30 10:05:00,챠트에 분식 얘기하는거보니 공매도쉑히덜이 원하는대로 안되나 보구나
2022-11-30 09:41:00,오늘도 떡칠듯
2022-11-30 09:30:00,차트무너짐 84만원대까지열려있다
2022-11-30 09:27:00,허허여기 분식회계 맛집아니냐
2022-11-30 05:50:00,20일선에서 간당간당 이게
2022-11-30 05:44:00,삼바외국인 손절 시작
2022-11-30 06:36:00,삼바외국인 손절 시작
2022-11-30 05:42:00,미국장 어렵게올라오네요
2022-11-29 20:50:00,공매도쉑히덜 뒤로 4만주나 상환했네 골로가긴 싫은거냐
2022-11-29 20:31:00,후훗
2022-11-29 18:55:00,날 추워지네요 동지들
2022-11-29 17:31:00,원래 새정권들어서면 주식도
2022-11-29 17:17:00,방산주 단일가보면 낼장
2022-11-29 16:28:00,삼바 넌 얼마짜리냐 사 팔어
2022-11-29 15:44:00,공매도쉑히덜 아직도 정신못차리고 11프로나 때렸네 골로가고싶은 모양이제
2022-11-29 17:02:00,정신못차리고 11프로나 때렸네 골로가고싶은 모양이제
2022-11-29 14:51:00,미래 예측하면 왜있냐 피스야
2022-11-29 14:34:00,공매덜 밥이됐네 나처럼
2022-11-29 14:29:00,거래량 터지면서 불기둥자린데
2022-11-29 13:56:00,주가 20선 이탈
2022-11-29 13:46:00,호날강도 기달려라 강인이가
2022-11-29 13:18:00,공매도쉑히덜  쌈바서 설치다 골로가는거지
2022-11-29 13:02:00,삼바 금리오르면 못갈듯
2022-11-29 12:45:00,묻어서가지말고 주도주가되라
2022-11-29 12:18:00,필독 일단나오셔요 이거
2022-11-29 11:22:00,공매도쉑히덜아 형이 오늘  예상해본다 하니 움직일걸 예상 안했겠나
2022-11-29 11:02:00,삭제된 게시물의 답글무거운종목임
2022-11-29 10:06:00,한화에어로스 흐름좋죠
2022-11-29 09:58:00,흥민이빼고 강인이를 전반부터
2022-11-29 09:49:00,공매도쉑히덜아 형이 오늘  예상해본다 너들은 주가로 답해바라
2022-11-29 10:07:00,방산주 오늘 좋죠
2022-11-29 09:47:00,추세는 여전 오늘   예상해본다오늘은 관망내일  분할 매수타이밍 잡을 기회가 있을수도 있다고 본다
2022-11-29 09:34:00,기관종지2400지키겠다네요
2022-11-29 09:25:00,오늘 방산테마 움직이네요
2022-11-29 09:29:00,오늘 방산테마 움직이네요
2022-11-29 09:14:00,추세는 여전하며 좋은 가격에 물량을 보유할수 있느냐 문제인듯근데 좋은 가격에 담기위해 관망만 하자
2022-11-29 09:15:00,추세는 여전하며 좋은 가격에 물량을 보유할수 있느냐 문제인듯근데 좋은 가격에 담기위해 관망만 하자
2022-11-29 09:27:00,추세는 여전하며 좋은 가격에 물량을 보유할수 있느냐 문제인듯근데 좋은 가격에 담기위해 관망만 하자
2022-11-29 09:10:00,지금이라도 나오셔요
2022-11-29 09:14:00,지금이라도 나오셔요
2022-11-29 09:07:00,비중줄이셔요 흐름이
2022-11-29 08:41:00,매일 글쓰는 빙들은
2022-11-29 08:43:00,매일 글쓰는 빙들은
2022-11-29 08:20:00,종지2400붕괴시 급락예상
2022-11-29 08:36:00,종지2400붕괴시 급락예상
2022-11-29 00:32:00,흥민이빼고 강인이를처음부터
2022-11-29 00:11:00,피스야 제발
2022-11-28 20:51:00,어이쿠 왠일이니단일가
2022-11-28 20:38:00,영상리포트삼성
